lr,weight_decay,alpha,beta,mean_Val_AUQC,mean_AUUC,mean_AUQC,mean_Lift,mean_KRCC,mean_ATE_Err,std_Val_AUQC,std_AUUC,std_AUQC,std_Lift,std_KRCC,std_ATE_Err
0.0005,0.0001,1.0,0.1,0.752621625800414,0.661126548087315,0.6597914695428916,0.005029191635549069,0.0837675996229393,0.015003209933638573,0.13904771318031195,0.20676750198512042,0.2069340048101061,0.003386122966148775,0.09347929984487643,0.011244736611843109
5e-05,0.0,0.1,0.1,0.7400942690135144,0.6591981918095219,0.658625699044487,0.005494518857449293,0.06547946883767793,0.013932809233665466,0.17231840624647354,0.23633288800327157,0.23688815742166464,0.0035390815567764846,0.12228017470306873,0.009211838245391846
0.0005,1e-06,1.0,1.0,0.8364240108487749,0.6591127340751656,0.6580322857457673,0.005237449426203966,0.07347264156017315,0.1560526192188263,0.13256605538607205,0.23054700784913454,0.23233006878364557,0.0018937474612282118,0.11743250322059044,0.25389987230300903
0.0001,0.0,0.1,0.1,0.7354639573837957,0.6577854624315582,0.6574873474184901,0.004923072922974825,0.06865801325173557,0.012588192708790302,0.1821141405324691,0.25716838722356117,0.2584063792536867,0.0034706690952286635,0.1246528908412035,0.011052613146603107
5e-05,1e-06,0.1,0.1,0.7439266595098548,0.6575293556556678,0.6569348010908083,0.005400463938713074,0.06932638384478482,0.013793379068374634,0.1698683608014873,0.23278703995350747,0.23340052133247702,0.0037432079960988806,0.11005454339008017,0.009389479644596577
0.0001,1e-06,0.1,0.1,0.743802580965167,0.6567289566265249,0.6563557526109282,0.005346826650202275,0.07077788048814035,0.013446283526718616,0.1723336461915566,0.2523316466859631,0.2535816572513937,0.0031533139413543053,0.12192005809207002,0.010087444446980953
5e-05,1e-05,0.1,0.1,0.7460180329677781,0.653542576118782,0.6533613331045018,0.0051305991597473625,0.06992416369893559,0.01377878524363041,0.1691832660452122,0.22948495851863987,0.23062473515469653,0.0040261750779806435,0.11826507056198138,0.010998670011758804
0.0005,0.0001,0.1,0.5,0.7699069726639438,0.6502075470655769,0.6499143589383439,0.004258378408849239,0.07077052032306674,0.02264474704861641,0.11854013017989677,0.20726968453393774,0.20904176521986273,0.003068490567673419,0.11896941379975258,0.01061245147138834
0.0005,0.0001,0.5,0.5,0.7711393719108391,0.6497769356024662,0.6494365421756239,0.004041764512658119,0.08788737582622028,0.023807434365153313,0.1289092496760038,0.20570548562055194,0.2074322439924557,0.003008085283359146,0.10907467733264026,0.007330478169023991
0.0005,1e-05,0.1,0.5,0.7765334809919605,0.6484148424198325,0.6483666398745371,0.004042960051447153,0.07716132641020482,0.02997269295156002,0.1189443834653442,0.2165021957903776,0.21792308019473425,0.00279865525458953,0.12002944203282453,0.01914878934621811
0.0005,1e-05,0.1,0.1,0.7666239797650014,0.6469305598866564,0.6450036544673468,0.004854151699692011,0.06742153543724062,0.013721207156777382,0.14940726580905744,0.22694245328074986,0.22657132592047136,0.0035654927334326275,0.12482155408799817,0.014161298982799053
0.0005,1e-06,0.5,0.1,0.7618720692312955,0.6458471515914571,0.6440400848114531,0.004775142669677735,0.05665607927969167,0.014431362971663475,0.13338213627957737,0.22160488770691805,0.2215035867355761,0.003742177946569991,0.10765721683338966,0.013068873435258865
